word,mean,target,answer,romaji,type,wordReading,wordRomaji,parts,sentence,sentenceReading,sentenceMeaning,id
野菜,rau củ,菜,さい,sai,on,やさい,yasai,野~や~ya~đồng / hoang~support|菜~さい~sai~rau~target,ことば「野菜」を よみます。,ことば「やさい」を よみます。,Tôi đọc từ “rau củ”.,v1:%E8%8F%9C:%E9%87%8E%E8%8F%9C:on:%E3%81%95%E3%81%84
菜の花,hoa cải,菜,な,na,kun,なのはな,nanohana,菜~な~na~rau cải~target|の~の~no~~kana|花~はな~hana~hoa~support,ことば「菜の花」を よみます。,ことば「なのはな」を よみます。,Tôi đọc từ “hoa cải”.,v1:%E8%8F%9C:%E8%8F%9C%E3%81%AE%E8%8A%B1:kun:%E3%81%AA
作文,bài văn,作,さく,saku,on,さくぶん,sakubun,作~さく~saku~làm / sáng tác~target|文~ぶん~bun~văn~support,ことば「作文」を よみます。,ことば「さくぶん」を よみます。,Tôi đọc từ “bài văn”.,v1:%E4%BD%9C:%E4%BD%9C%E6%96%87:on:%E3%81%95%E3%81%8F
作る,làm / tạo ra,作,つく,tsuku,kun,つくる,tsukuru,作~つく~tsuku~làm~target|る~る~ru~~kana,ことば「作る」を よみます。,ことば「つくる」を よみます。,Tôi đọc từ “làm / tạo ra”.,v1:%E4%BD%9C:%E4%BD%9C%E3%82%8B:kun:%E3%81%A4%E3%81%8F
生産,sản xuất,産,さん,san,on,せいさん,seisan,生~せい~sei~sinh ra~support|産~さん~san~sản xuất~target,ことば「生産」を よみます。,ことば「せいさん」を よみます。,Tôi đọc từ “sản xuất”.,v1:%E7%94%A3:%E7%94%9F%E7%94%A3:on:%E3%81%95%E3%82%93
産む,sinh / đẻ,産,う,u,kun,うむ,umu,産~う~u~sinh~target|む~む~mu~~kana,ことば「産む」を よみます。,ことば「うむ」を よみます。,Tôi đọc từ “sinh / đẻ”.,v1:%E7%94%A3:%E7%94%A3%E3%82%80:kun:%E3%81%86
用紙,giấy dùng cho một mục đích,紙,し,shi,on,ようし,youshi,用~よう~you~sử dụng~support|紙~し~shi~giấy~target,ことば「用紙」を よみます。,ことば「ようし」を よみます。,Tôi đọc từ “giấy dùng cho một mục đích”.,v1:%E7%B4%99:%E7%94%A8%E7%B4%99:on:%E3%81%97
紙,giấy,紙,かみ,kami,kun,かみ,kami,紙~かみ~kami~giấy~target,ことば「紙」を よみます。,ことば「かみ」を よみます。,Tôi đọc từ “giấy”.,v1:%E7%B4%99:%E7%B4%99:kun:%E3%81%8B%E3%81%BF
思考,suy nghĩ / tư duy,思,し,shi,on,しこう,shikou,思~し~shi~suy nghĩ~target|考~こう~kou~xem xét~support,ことば「思考」を よみます。,ことば「しこう」を よみます。,Tôi đọc từ “suy nghĩ / tư duy”.,v1:%E6%80%9D:%E6%80%9D%E8%80%83:on:%E3%81%97
思う,nghĩ / cảm thấy,思,おも,omo,kun,おもう,omou,思~おも~omo~nghĩ~target|う~う~u~~kana,ことば「思う」を よみます。,ことば「おもう」を よみます。,Tôi đọc từ “nghĩ / cảm thấy”.,v1:%E6%80%9D:%E6%80%9D%E3%81%86:kun:%E3%81%8A%E3%82%82
姉妹,chị em gái,姉,し,shi,on,しまい,shimai,姉~し~shi~chị gái~target|妹~まい~mai~em gái~support,ことば「姉妹」を よみます。,ことば「しまい」を よみます。,Tôi đọc từ “chị em gái”.,v1:%E5%A7%89:%E5%A7%89%E5%A6%B9:on:%E3%81%97
姉,chị gái,姉,あね,ane,kun,あね,ane,姉~あね~ane~chị gái~target,ことば「姉」を よみます。,ことば「あね」を よみます。,Tôi đọc từ “chị gái”.,v1:%E5%A7%89:%E5%A7%89:kun:%E3%81%82%E3%81%AD
停止,dừng lại / đình chỉ,止,し,shi,on,ていし,teishi,停~てい~tei~dừng~support|止~し~shi~dừng~target,ことば「停止」を よみます。,ことば「ていし」を よみます。,Tôi đọc từ “dừng lại / đình chỉ”.,v1:%E6%AD%A2:%E5%81%9C%E6%AD%A2:on:%E3%81%97
止まる,dừng lại,止,と,to,kun,とまる,tomaru,止~と~to~dừng~target|まる~まる~maru~~kana,ことば「止まる」を よみます。,ことば「とまる」を よみます。,Tôi đọc từ “dừng lại”.,v1:%E6%AD%A2:%E6%AD%A2%E3%81%BE%E3%82%8B:kun:%E3%81%A8
市場,chợ / thị trường,市,し,shi,on,しじょう,shijou,市~し~shi~chợ~target|場~じょう~jou~nơi~support,ことば「市場」を よみます。,ことば「しじょう」を よみます。,Tôi đọc từ “chợ / thị trường”.,v1:%E5%B8%82:%E5%B8%82%E5%A0%B4:on:%E3%81%97
市,chợ phiên,市,いち,ichi,kun,いち,ichi,市~いち~ichi~chợ~target,ことば「市」を よみます。,ことば「いち」を よみます。,Tôi đọc từ “chợ phiên”.,v1:%E5%B8%82:%E5%B8%82:kun:%E3%81%84%E3%81%A1
仕事,công việc,仕,し,shi,on,しごと,shigoto,仕~し~shi~làm việc~target|事~ごと~goto~việc~support,ことば「仕事」を よみます。,ことば「しごと」を よみます。,Tôi đọc từ “công việc”.,v1:%E4%BB%95:%E4%BB%95%E4%BA%8B:on:%E3%81%97
仕える,phụng sự / phục vụ,仕,つか,tsuka,kun,つかえる,tsukaeru,仕~つか~tsuka~phụng sự~target|える~える~eru~~kana,ことば「仕える」を よみます。,ことば「つかえる」を よみます。,Tôi đọc từ “phụng sự / phục vụ”.,v1:%E4%BB%95:%E4%BB%95%E3%81%88%E3%82%8B:kun:%E3%81%A4%E3%81%8B
死亡,tử vong,死,し,shi,on,しぼう,shibou,死~し~shi~chết~target|亡~ぼう~bou~mất~support,ことば「死亡」を よみます。,ことば「しぼう」を よみます。,Tôi đọc từ “tử vong”.,v1:%E6%AD%BB:%E6%AD%BB%E4%BA%A1:on:%E3%81%97
死ぬ,chết,死,し,shi,kun,しぬ,shinu,死~し~shi~chết~target|ぬ~ぬ~nu~~kana,ことば「死ぬ」を よみます。,ことば「しぬ」を よみます。,Tôi đọc từ “chết”.,v1:%E6%AD%BB:%E6%AD%BB%E3%81%AC:kun:%E3%81%97
使用,sử dụng,使,し,shi,on,しよう,shiyou,使~し~shi~dùng~target|用~よう~you~sử dụng~support,ことば「使用」を よみます。,ことば「しよう」を よみます。,Tôi đọc từ “sử dụng”.,v1:%E4%BD%BF:%E4%BD%BF%E7%94%A8:on:%E3%81%97
使う,dùng / sử dụng,使,つか,tsuka,kun,つかう,tsukau,使~つか~tsuka~dùng~target|う~う~u~~kana,ことば「使う」を よみます。,ことば「つかう」を よみます。,Tôi đọc từ “dùng / sử dụng”.,v1:%E4%BD%BF:%E4%BD%BF%E3%81%86:kun:%E3%81%A4%E3%81%8B
開始,bắt đầu / khai mạc,始,し,shi,on,かいし,kaishi,開~かい~kai~mở~support|始~し~shi~bắt đầu~target,ことば「開始」を よみます。,ことば「かいし」を よみます。,Tôi đọc từ “bắt đầu / khai mạc”.,v1:%E5%A7%8B:%E9%96%8B%E5%A7%8B:on:%E3%81%97
始める,bắt đầu,始,はじ,haji,kun,はじめる,hajimeru,始~はじ~haji~bắt đầu~target|める~める~meru~~kana,ことば「始める」を よみます。,ことば「はじめる」を よみます。,Tôi đọc từ “bắt đầu”.,v1:%E5%A7%8B:%E5%A7%8B%E3%82%81%E3%82%8B:kun:%E3%81%AF%E3%81%98
試験,kỳ thi / kiểm tra,試,し,shi,on,しけん,shiken,試~し~shi~thử~target|験~けん~ken~kiểm nghiệm~support,ことば「試験」を よみます。,ことば「しけん」を よみます。,Tôi đọc từ “kỳ thi / kiểm tra”.,v1:%E8%A9%A6:%E8%A9%A6%E9%A8%93:on:%E3%81%97
試す,thử,試,ため,tame,kun,ためす,tamesu,試~ため~tame~thử~target|す~す~su~~kana,ことば「試す」を よみます。,ことば「ためす」を よみます。,Tôi đọc từ “thử”.,v1:%E8%A9%A6:%E8%A9%A6%E3%81%99:kun:%E3%81%9F%E3%82%81
私立,tư lập,私,し,shi,on,しりつ,shiritsu,私~し~shi~tư nhân~target|立~りつ~ritsu~lập~support,ことば「私立」を よみます。,ことば「しりつ」を よみます。,Tôi đọc từ “tư lập”.,v1:%E7%A7%81:%E7%A7%81%E7%AB%8B:on:%E3%81%97
私,tôi,私,わたし,watashi,kun,わたし,watashi,私~わたし~watashi~tôi~target,ことば「私」を よみます。,ことば「わたし」を よみます。,Tôi đọc từ “tôi”.,v1:%E7%A7%81:%E7%A7%81:kun:%E3%82%8F%E3%81%9F%E3%81%97
文字,chữ viết / ký tự,字,じ,ji,on,もじ,moji,文~も~mo~văn~support|字~じ~ji~chữ~target,ことば「文字」を よみます。,ことば「もじ」を よみます。,Tôi đọc từ “chữ viết / ký tự”.,v1:%E5%AD%97:%E6%96%87%E5%AD%97:on:%E3%81%98
漢字,chữ Kanji,字,じ,ji,on,かんじ,kanji,漢~かん~kan~Hán~support|字~じ~ji~chữ~target,ことば「漢字」を よみます。,ことば「かんじ」を よみます。,Tôi đọc từ “chữ Kanji”.,v1:%E5%AD%97:%E6%BC%A2%E5%AD%97:on:%E3%81%98
自分,bản thân,自,じ,ji,on,じぶん,jibun,自~じ~ji~tự mình~target|分~ぶん~bun~phần~support,ことば「自分」を よみます。,ことば「じぶん」を よみます。,Tôi đọc từ “bản thân”.,v1:%E8%87%AA:%E8%87%AA%E5%88%86:on:%E3%81%98
自ら,tự mình,自,みずか,mizuka,kun,みずから,mizukara,自~みずか~mizuka~tự mình~target|ら~ら~ra~~kana,ことば「自ら」を よみます。,ことば「みずから」を よみます。,Tôi đọc từ “tự mình”.,v1:%E8%87%AA:%E8%87%AA%E3%82%89:kun:%E3%81%BF%E3%81%9A%E3%81%8B
事故,sự cố / tai nạn,事,じ,ji,on,じこ,jiko,事~じ~ji~sự việc~target|故~こ~ko~sự cố~support,ことば「事故」を よみます。,ことば「じこ」を よみます。,Tôi đọc từ “sự cố / tai nạn”.,v1:%E4%BA%8B:%E4%BA%8B%E6%95%85:on:%E3%81%98
仕事,công việc,事,ごと,goto,kun,しごと,shigoto,仕~し~shi~làm~support|事~ごと~goto~việc~target,ことば「仕事」を よみます。,ことば「しごと」を よみます。,Tôi đọc từ “công việc”.,v1:%E4%BA%8B:%E4%BB%95%E4%BA%8B:kun:%E3%81%94%E3%81%A8
持参,mang theo,持,じ,ji,on,じさん,jisan,持~じ~ji~mang~target|参~さん~san~đến / tham gia~support,ことば「持参」を よみます。,ことば「じさん」を よみます。,Tôi đọc từ “mang theo”.,v1:%E6%8C%81:%E6%8C%81%E5%8F%82:on:%E3%81%98
持つ,cầm / giữ,持,も,mo,kun,もつ,motsu,持~も~mo~cầm~target|つ~つ~tsu~~kana,ことば「持つ」を よみます。,ことば「もつ」を よみます。,Tôi đọc từ “cầm / giữ”.,v1:%E6%8C%81:%E6%8C%81%E3%81%A4:kun:%E3%82%82
教室,lớp học,室,しつ,shitsu,on,きょうしつ,kyoushitsu,教~きょう~kyou~dạy~support|室~しつ~shitsu~phòng~target,ことば「教室」を よみます。,ことば「きょうしつ」を よみます。,Tôi đọc từ “lớp học”.,v1:%E5%AE%A4:%E6%95%99%E5%AE%A4:on:%E3%81%97%E3%81%A4
室内,trong phòng,室,しつ,shitsu,on,しつない,shitsunai,室~しつ~shitsu~phòng~target|内~ない~nai~bên trong~support,ことば「室内」を よみます。,ことば「しつない」を よみます。,Tôi đọc từ “trong phòng”.,v1:%E5%AE%A4:%E5%AE%A4%E5%86%85:on:%E3%81%97%E3%81%A4
品質,chất lượng,質,しつ,shitsu,on,ひんしつ,hinshitsu,品~ひん~hin~sản phẩm~support|質~しつ~shitsu~chất lượng~target,ことば「品質」を よみます。,ことば「ひんしつ」を よみます。,Tôi đọc từ “chất lượng”.,v1:%E8%B3%AA:%E5%93%81%E8%B3%AA:on:%E3%81%97%E3%81%A4
質問,câu hỏi,質,しつ,shitsu,on,しつもん,shitsumon,質~しつ~shitsu~hỏi / chất vấn~target|問~もん~mon~hỏi~support,ことば「質問」を よみます。,ことば「しつもん」を よみます。,Tôi đọc từ “câu hỏi”.,v1:%E8%B3%AA:%E8%B3%AA%E5%95%8F:on:%E3%81%97%E3%81%A4
写真,ảnh chụp,写,しゃ,sha,on,しゃしん,shashin,写~しゃ~sha~chụp / sao~target|真~しん~shin~thật~support,ことば「写真」を よみます。,ことば「しゃしん」を よみます。,Tôi đọc từ “ảnh chụp”.,v1:%E5%86%99:%E5%86%99%E7%9C%9F:on:%E3%81%97%E3%82%83
写す,chụp / sao chép,写,うつ,utsu,kun,うつす,utsusu,写~うつ~utsu~chụp / sao~target|す~す~su~~kana,ことば「写す」を よみます。,ことば「うつす」を よみます。,Tôi đọc từ “chụp / sao chép”.,v1:%E5%86%99:%E5%86%99%E3%81%99:kun:%E3%81%86%E3%81%A4
記者,phóng viên,者,しゃ,sha,on,きしゃ,kisha,記~き~ki~ghi chép~support|者~しゃ~sha~người~target,ことば「記者」を よみます。,ことば「きしゃ」を よみます。,Tôi đọc từ “phóng viên”.,v1:%E8%80%85:%E8%A8%98%E8%80%85:on:%E3%81%97%E3%82%83
若者,người trẻ,者,もの,mono,kun,わかもの,wakamono,若~わか~waka~trẻ~support|者~もの~mono~người~target,ことば「若者」を よみます。,ことば「わかもの」を よみます。,Tôi đọc từ “người trẻ”.,v1:%E8%80%85:%E8%8B%A5%E8%80%85:kun:%E3%82%82%E3%81%AE
借金,khoản nợ / tiền vay,借,しゃっ,sha,on,しゃっきん,shakkin,借~しゃっ~sha~vay~target|金~きん~kin~tiền~support,ことば「借金」を よみます。,ことば「しゃっきん」を よみます。,Tôi đọc từ “khoản nợ / tiền vay”.,v1:%E5%80%9F:%E5%80%9F%E9%87%91:on:%E3%81%97%E3%82%83%E3%81%A3
借りる,mượn / vay,借,か,ka,kun,かりる,kariru,借~か~ka~mượn~target|りる~りる~riru~~kana,ことば「借りる」を よみます。,ことば「かりる」を よみます。,Tôi đọc từ “mượn / vay”.,v1:%E5%80%9F:%E5%80%9F%E3%82%8A%E3%82%8B:kun:%E3%81%8B
弱点,điểm yếu,弱,じゃく,jaku,on,じゃくてん,jakuten,弱~じゃく~jaku~yếu~target|点~てん~ten~điểm~support,ことば「弱点」を よみます。,ことば「じゃくてん」を よみます。,Tôi đọc từ “điểm yếu”.,v1:%E5%BC%B1:%E5%BC%B1%E7%82%B9:on:%E3%81%98%E3%82%83%E3%81%8F
弱い,yếu,弱,よわ,yowa,kun,よわい,yowai,弱~よわ~yowa~yếu~target|い~い~i~~kana,ことば「弱い」を よみます。,ことば「よわい」を よみます。,Tôi đọc từ “yếu”.,v1:%E5%BC%B1:%E5%BC%B1%E3%81%84:kun:%E3%82%88%E3%82%8F
首都,thủ đô,首,しゅ,shu,on,しゅと,shuto,首~しゅ~shu~đầu / chính~target|都~と~to~đô thị~support,ことば「首都」を よみます。,ことば「しゅと」を よみます。,Tôi đọc từ “thủ đô”.,v1:%E9%A6%96:%E9%A6%96%E9%83%BD:on:%E3%81%97%E3%82%85
首,cổ,首,くび,kubi,kun,くび,kubi,首~くび~kubi~cổ~target,ことば「首」を よみます。,ことば「くび」を よみます。,Tôi đọc từ “cổ”.,v1:%E9%A6%96:%E9%A6%96:kun:%E3%81%8F%E3%81%B3
主人,chủ nhà / chồng,主,しゅ,shu,on,しゅじん,shujin,主~しゅ~shu~chủ~target|人~じん~jin~người~support,ことば「主人」を よみます。,ことば「しゅじん」を よみます。,Tôi đọc từ “chủ nhà / chồng”.,v1:%E4%B8%BB:%E4%B8%BB%E4%BA%BA:on:%E3%81%97%E3%82%85
主な,chính / chủ yếu,主,おも,omo,kun,おもな,omona,主~おも~omo~chính~target|な~な~na~~kana,ことば「主な」を よみます。,ことば「おもな」を よみます。,Tôi đọc từ “chính / chủ yếu”.,v1:%E4%B8%BB:%E4%B8%BB%E3%81%AA:kun:%E3%81%8A%E3%82%82
秋分,thu phân,秋,しゅう,shuu,on,しゅうぶん,shuubun,秋~しゅう~shuu~mùa thu~target|分~ぶん~bun~phân chia~support,ことば「秋分」を よみます。,ことば「しゅうぶん」を よみます。,Tôi đọc từ “thu phân”.,v1:%E7%A7%8B:%E7%A7%8B%E5%88%86:on:%E3%81%97%E3%82%85%E3%81%86
秋,mùa thu,秋,あき,aki,kun,あき,aki,秋~あき~aki~mùa thu~target,ことば「秋」を よみます。,ことば「あき」を よみます。,Tôi đọc từ “mùa thu”.,v1:%E7%A7%8B:%E7%A7%8B:kun:%E3%81%82%E3%81%8D
集合,tập hợp,集,しゅう,shuu,on,しゅうごう,shuugou,集~しゅう~shuu~tụ họp~target|合~ごう~gou~hợp lại~support,ことば「集合」を よみます。,ことば「しゅうごう」を よみます。,Tôi đọc từ “tập hợp”.,v1:%E9%9B%86:%E9%9B%86%E5%90%88:on:%E3%81%97%E3%82%85%E3%81%86
集める,thu thập / tập hợp,集,あつ,atsu,kun,あつめる,atsumeru,集~あつ~atsu~tập hợp~target|める~める~meru~~kana,ことば「集める」を よみます。,ことば「あつめる」を よみます。,Tôi đọc từ “thu thập / tập hợp”.,v1:%E9%9B%86:%E9%9B%86%E3%82%81%E3%82%8B:kun:%E3%81%82%E3%81%A4
学習,học tập,習,しゅう,shuu,on,がくしゅう,gakushuu,学~がく~gaku~học~support|習~しゅう~shuu~luyện tập~target,ことば「学習」を よみます。,ことば「がくしゅう」を よみます。,Tôi đọc từ “học tập”.,v1:%E7%BF%92:%E5%AD%A6%E7%BF%92:on:%E3%81%97%E3%82%85%E3%81%86
習う,học / luyện,習,なら,nara,kun,ならう,narau,習~なら~nara~học~target|う~う~u~~kana,ことば「習う」を よみます。,ことば「ならう」を よみます。,Tôi đọc từ “học / luyện”.,v1:%E7%BF%92:%E7%BF%92%E3%81%86:kun:%E3%81%AA%E3%82%89
終了,kết thúc / hoàn tất,終,しゅう,shuu,on,しゅうりょう,shuuryou,終~しゅう~shuu~kết thúc~target|了~りょう~ryou~hoàn tất~support,ことば「終了」を よみます。,ことば「しゅうりょう」を よみます。,Tôi đọc từ “kết thúc / hoàn tất”.,v1:%E7%B5%82:%E7%B5%82%E4%BA%86:on:%E3%81%97%E3%82%85%E3%81%86
終わる,kết thúc,終,お,o,kun,おわる,owaru,終~お~o~kết thúc~target|わる~わる~waru~~kana,ことば「終わる」を よみます。,ことば「おわる」を よみます。,Tôi đọc từ “kết thúc”.,v1:%E7%B5%82:%E7%B5%82%E3%82%8F%E3%82%8B:kun:%E3%81%8A
住所,địa chỉ,住,じゅう,juu,on,じゅうしょ,juusho,住~じゅう~juu~cư trú~target|所~しょ~sho~nơi~support,ことば「住所」を よみます。,ことば「じゅうしょ」を よみます。,Tôi đọc từ “địa chỉ”.,v1:%E4%BD%8F:%E4%BD%8F%E6%89%80:on:%E3%81%98%E3%82%85%E3%81%86
住む,sống / cư trú,住,す,su,kun,すむ,sumu,住~す~su~sống~target|む~む~mu~~kana,ことば「住む」を よみます。,ことば「すむ」を よみます。,Tôi đọc từ “sống / cư trú”.,v1:%E4%BD%8F:%E4%BD%8F%E3%82%80:kun:%E3%81%99
重要,quan trọng,重,じゅう,juu,on,じゅうよう,juuyou,重~じゅう~juu~quan trọng~target|要~よう~you~thiết yếu~support,ことば「重要」を よみます。,ことば「じゅうよう」を よみます。,Tôi đọc từ “quan trọng”.,v1:%E9%87%8D:%E9%87%8D%E8%A6%81:on:%E3%81%98%E3%82%85%E3%81%86
重い,nặng,重,おも,omo,kun,おもい,omoi,重~おも~omo~nặng~target|い~い~i~~kana,ことば「重い」を よみます。,ことば「おもい」を よみます。,Tôi đọc từ “nặng”.,v1:%E9%87%8D:%E9%87%8D%E3%81%84:kun:%E3%81%8A%E3%82%82
青春,tuổi thanh xuân,春,しゅん,shun,on,せいしゅん,seishun,青~せい~sei~xanh / trẻ~support|春~しゅん~shun~mùa xuân~target,ことば「青春」を よみます。,ことば「せいしゅん」を よみます。,Tôi đọc từ “tuổi thanh xuân”.,v1:%E6%98%A5:%E9%9D%92%E6%98%A5:on:%E3%81%97%E3%82%85%E3%82%93
春,mùa xuân,春,はる,haru,kun,はる,haru,春~はる~haru~mùa xuân~target,ことば「春」を よみます。,ことば「はる」を よみます。,Tôi đọc từ “mùa xuân”.,v1:%E6%98%A5:%E6%98%A5:kun:%E3%81%AF%E3%82%8B
場所,địa điểm / nơi chốn,所,しょ,sho,on,ばしょ,basho,場~ば~ba~nơi~support|所~しょ~sho~chỗ~target,ことば「場所」を よみます。,ことば「ばしょ」を よみます。,Tôi đọc từ “địa điểm / nơi chốn”.,v1:%E6%89%80:%E5%A0%B4%E6%89%80:on:%E3%81%97%E3%82%87
所,nơi / chỗ,所,ところ,tokoro,kun,ところ,tokoro,所~ところ~tokoro~nơi~target,ことば「所」を よみます。,ことば「ところ」を よみます。,Tôi đọc từ “nơi / chỗ”.,v1:%E6%89%80:%E6%89%80:kun:%E3%81%A8%E3%81%93%E3%82%8D
残暑,cái nóng cuối hè,暑,しょ,sho,on,ざんしょ,zansho,残~ざん~zan~còn lại~support|暑~しょ~sho~nóng~target,ことば「残暑」を よみます。,ことば「ざんしょ」を よみます。,Tôi đọc từ “cái nóng cuối hè”.,v1:%E6%9A%91:%E6%AE%8B%E6%9A%91:on:%E3%81%97%E3%82%87
暑い,nóng (thời tiết),暑,あつ,atsu,kun,あつい,atsui,暑~あつ~atsu~nóng~target|い~い~i~~kana,ことば「暑い」を よみます。,ことば「あつい」を よみます。,Tôi đọc từ “nóng (thời tiết)”.,v1:%E6%9A%91:%E6%9A%91%E3%81%84:kun:%E3%81%82%E3%81%A4
会場,hội trường / địa điểm tổ chức,場,じょう,jou,on,かいじょう,kaijou,会~かい~kai~cuộc họp~support|場~じょう~jou~địa điểm~target,ことば「会場」を よみます。,ことば「かいじょう」を よみます。,Tôi đọc từ “hội trường / địa điểm tổ chức”.,v1:%E5%A0%B4:%E4%BC%9A%E5%A0%B4:on:%E3%81%98%E3%82%87%E3%81%86
場所,địa điểm / nơi chốn,場,ば,ba,kun,ばしょ,basho,場~ば~ba~nơi~target|所~しょ~sho~chỗ~support,ことば「場所」を よみます。,ことば「ばしょ」を よみます。,Tôi đọc từ “địa điểm / nơi chốn”.,v1:%E5%A0%B4:%E5%A0%B4%E6%89%80:kun:%E3%81%B0
乗車,lên xe,乗,じょう,jou,on,じょうしゃ,jousha,乗~じょう~jou~lên~target|車~しゃ~sha~xe~support,ことば「乗車」を よみます。,ことば「じょうしゃ」を よみます。,Tôi đọc từ “lên xe”.,v1:%E4%B9%97:%E4%B9%97%E8%BB%8A:on:%E3%81%98%E3%82%87%E3%81%86
乗る,lên / đi bằng phương tiện,乗,の,no,kun,のる,noru,乗~の~no~lên xe~target|る~る~ru~~kana,ことば「乗る」を よみます。,ことば「のる」を よみます。,Tôi đọc từ “lên / đi bằng phương tiện”.,v1:%E4%B9%97:%E4%B9%97%E3%82%8B:kun:%E3%81%AE
色彩,màu sắc / sắc thái,色,しき,shiki,on,しきさい,shikisai,色~しき~shiki~màu sắc~target|彩~さい~sai~sắc màu~support,ことば「色彩」を よみます。,ことば「しきさい」を よみます。,Tôi đọc từ “màu sắc / sắc thái”.,v1:%E8%89%B2:%E8%89%B2%E5%BD%A9:on:%E3%81%97%E3%81%8D
色,màu sắc,色,いろ,iro,kun,いろ,iro,色~いろ~iro~màu sắc~target,ことば「色」を よみます。,ことば「いろ」を よみます。,Tôi đọc từ “màu sắc”.,v1:%E8%89%B2:%E8%89%B2:kun:%E3%81%84%E3%82%8D
森林,rừng cây,森,しん,shin,on,しんりん,shinrin,森~しん~shin~rừng~target|林~りん~rin~lùm cây~support,ことば「森林」を よみます。,ことば「しんりん」を よみます。,Tôi đọc từ “rừng cây”.,v1:%E6%A3%AE:%E6%A3%AE%E6%9E%97:on:%E3%81%97%E3%82%93
森,rừng,森,もり,mori,kun,もり,mori,森~もり~mori~rừng~target,ことば「森」を よみます。,ことば「もり」を よみます。,Tôi đọc từ “rừng”.,v1:%E6%A3%AE:%E6%A3%AE:kun:%E3%82%82%E3%82%8A
心配,lo lắng,心,しん,shin,on,しんぱい,shinpai,心~しん~shin~tâm trí~target|配~ぱい~pai~quan tâm~support,ことば「心配」を よみます。,ことば「しんぱい」を よみます。,Tôi đọc từ “lo lắng”.,v1:%E5%BF%83:%E5%BF%83%E9%85%8D:on:%E3%81%97%E3%82%93
心,trái tim / tâm hồn,心,こころ,kokoro,kun,こころ,kokoro,心~こころ~kokoro~trái tim~target,ことば「心」を よみます。,ことば「こころ」を よみます。,Tôi đọc từ “trái tim / tâm hồn”.,v1:%E5%BF%83:%E5%BF%83:kun:%E3%81%93%E3%81%93%E3%82%8D
親切,tử tế / tốt bụng,親,しん,shin,on,しんせつ,shinsetsu,親~しん~shin~thân thiết~target|切~せつ~setsu~tận tình~support,ことば「親切」を よみます。,ことば「しんせつ」を よみます。,Tôi đọc từ “tử tế / tốt bụng”.,v1:%E8%A6%AA:%E8%A6%AA%E5%88%87:on:%E3%81%97%E3%82%93
親,cha mẹ,親,おや,oya,kun,おや,oya,親~おや~oya~cha mẹ~target,ことば「親」を よみます。,ことば「おや」を よみます。,Tôi đọc từ “cha mẹ”.,v1:%E8%A6%AA:%E8%A6%AA:kun:%E3%81%8A%E3%82%84
写真,ảnh chụp,真,しん,shin,on,しゃしん,shashin,写~しゃ~sha~chụp~support|真~しん~shin~thật~target,ことば「写真」を よみます。,ことば「しゃしん」を よみます。,Tôi đọc từ “ảnh chụp”.,v1:%E7%9C%9F:%E5%86%99%E7%9C%9F:on:%E3%81%97%E3%82%93
真っ白,trắng tinh,真,ま,ma,kun,まっしろ,masshiro,真~ま~ma~hoàn toàn~target|っ~っ~~~kana|白~しろ~shiro~trắng~support,ことば「真っ白」を よみます。,ことば「まっしろ」を よみます。,Tôi đọc từ “trắng tinh”.,v1:%E7%9C%9F:%E7%9C%9F%E3%81%A3%E7%99%BD:kun:%E3%81%BE
進学,học lên,進,しん,shin,on,しんがく,shingaku,進~しん~shin~tiến lên~target|学~がく~gaku~học~support,ことば「進学」を よみます。,ことば「しんがく」を よみます。,Tôi đọc từ “học lên”.,v1:%E9%80%B2:%E9%80%B2%E5%AD%A6:on:%E3%81%97%E3%82%93
進む,tiến lên,進,すす,susu,kun,すすむ,susumu,進~すす~susu~tiến~target|む~む~mu~~kana,ことば「進む」を よみます。,ことば「すすむ」を よみます。,Tôi đọc từ “tiến lên”.,v1:%E9%80%B2:%E9%80%B2%E3%82%80:kun:%E3%81%99%E3%81%99
地図,bản đồ,図,ず,zu,on,ちず,chizu,地~ち~chi~đất~support|図~ず~zu~bản đồ~target,ことば「地図」を よみます。,ことば「ちず」を よみます。,Tôi đọc từ “bản đồ”.,v1:%E5%9B%B3:%E5%9C%B0%E5%9B%B3:on:%E3%81%9A
図書館,thư viện,図,と,to,on,としょかん,toshokan,図~と~to~sách / sơ đồ~target|書館~しょかん~shokan~thư quán~support,ことば「図書館」を よみます。,ことば「としょかん」を よみます。,Tôi đọc từ “thư viện”.,v1:%E5%9B%B3:%E5%9B%B3%E6%9B%B8%E9%A4%A8:on:%E3%81%A8
青年,thanh niên,青,せい,sei,on,せいねん,seinen,青~せい~sei~xanh / trẻ~target|年~ねん~nen~năm / tuổi~support,ことば「青年」を よみます。,ことば「せいねん」を よみます。,Tôi đọc từ “thanh niên”.,v1:%E9%9D%92:%E9%9D%92%E5%B9%B4:on:%E3%81%9B%E3%81%84
青い,màu xanh,青,あお,ao,kun,あおい,aoi,青~あお~ao~xanh~target|い~い~i~~kana,ことば「青い」を よみます。,ことば「あおい」を よみます。,Tôi đọc từ “màu xanh”.,v1:%E9%9D%92:%E9%9D%92%E3%81%84:kun:%E3%81%82%E3%81%8A
